Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost
469,Cairo,2023-02-06 00:00:00,2023-02-24,18,Theresa Warner,74,Female,Irish,Hotel,736.32,Boat,560.53
470,Prague,2023-11-10 00:00:00,2023-11-11,1,Christopher Miller,60,Male,Turkish,Airbnb,680.53,Plane,1296.38
471,Seoul,08-12-2024,2024-12-29,21,Dylan Smith,43,Female,Singaporean,Airbnb,329.6,Plane,1416.49
472,Miami,2024-05-09 00:00:00,2024-05-23,14,Lauren Johnson,65,Male,Singaporean,Riad,467.77,Boat,1282.51
473,Dublin,2024-06-26 00:00:00,2024-06-27,1,Cynthia Archer,34,Female,Thai,Hotel,374.85,Plane,1127.86
474,London,2023-07-02 00:00:00,2023-07-07,5,Jason Chavez,33,Male,Dutch,Hotel,648.46,Train,904.23
475,New York,2024-07-18 00:00:00,2024-07-27,9,Carmen Kim,41,Male,Turkish,Airbnb,712.63,Train,1091.61
476,Singapore,2023-06-24 00:00:00,2023-07-17,23,Tara Khan,36,Female,Portuguese,Hotel,526.85,Plane,473.66
477,New York,2024-09-06 00:00:00,2024-09-26,20,Andrea Deleon,26,Female,Spanish,Hotel,127.11,Train,85.81
478,Singapore,2023-07-08 00:00:00,2023-07-23,15,Christopher Mitchell,67,Male,Portuguese,Resort,651.84,Boat,874.19
479,Istanbul,2023-09-23 00:00:00,2023-10-19,26,Arthur Diaz,24,Male,Brazilian,Airbnb,253.53,Train,505.88
480,Singapore,2023-08-02 00:00:00,2023-08-10,8,Jacob Hardin,40,Male,Japanese,Hotel,937.04,Car rental,536.95
481,Barcelona,2024-10-21 00:00:00,2024-11-11,21,Brett Blake,79,Male,Australian,Villa,139.63,Plane,414.07
482,Seoul,2023-08-25 00:00:00,2023-09-10,16,Lindsay Hernandez,27,Male,Mexican,Hotel,315.72,Plane,696.32
483,Berlin,27-07-2023,2023-07-30,3,James Wall,53,Male,French,Hotel,344.4,Plane,1369.8
484,London,2023-04-16 00:00:00,2023-05-09,23,Amy Spencer,35,Male,Norwegian,Airbnb,912.08,Boat,940.51
485,London,2023-09-01 00:00:00,2023-09-18,17,Patricia Singh,51,Female,American,Airbnb,$940.39,Train,381.97
486,Sydney,05-09-2024,2024-09-12,7,Erin Vargas,50,Female,Emirati,Resort,914.93,Car rental,463.46
487,Singapore,2023-01-16 00:00:00,2023-02-10,25,Ryan Mcbride,23,Female,Irish,Resort,129.2,Train,893.22
488,Barcelona,2024-10-17 00:00:00,2024-11-11,25,Erik Patterson,49,Female,Australian,Airbnb,492.29,Plane,777.94
489,Toronto,2024-08-22 00:00:00,2024-09-15,24,Leslie Peterson,77,Male,Canadian,Hotel,939.33,Plane,247.56
490,Barcelona,2023-05-20 00:00:00,2023-06-13,24,Mathew Martinez,31,Male,Portuguese,Resort,96.99,Boat,1315.62
491,Cairo,2023-08-28 00:00:00,2023-09-18,21,Sara Brown,54,Female,Argentinian,Airbnb,994.92,Plane,746.43
492,Barcelona,2024-07-11 00:00:00,2024-07-30,19,Melissa Johnson,24,Female,Irish,Hotel,707.98,Car rental,1379.48
493,Toronto,2024-04-27 00:00:00,2024-05-05,8,Miss Briana Arnold,59,Male,Italian,Hotel,70.63,Boat,151.2
494,London,2023-05-12 00:00:00,2023-05-30,18,Lisa Curry,27,Female,Italian,Hotel,375.4,Train,715.54
495,Miami,2024-08-05 00:00:00,2024-08-29,24,Joshua Campbell,39,Female,Italian,Airbnb,741.81,Train,1224.21
496,Paris,2024-10-19 00:00:00,2024-11-03,15,Linda Fowler,27,Female,Canadian,Airbnb,867.96,Boat,658.76
497,Singapore,2023-02-15 00:00:00,2023-03-05,18,Daniel Goodman,71,Female,South Korean,Airbnb,98.0,Plane,755.94
499,Buenos Aires,09-07-2023,2023-07-28,19,Jeremy Bates,24,Female,German,Resort,889.25,Boat,
500,Toronto,2024-08-20 00:00:00,2024-09-13,24,Caitlyn Holland,67,Female,Canadian,Resort,971.67,Car rental,659.83
501,Miami,2024-09-15 00:00:00,2024-09-28,13,Curtis Wright,28,Male,Brazilian,Airbnb,309.11,Boat,
502,Lisbon,2024-11-28 00:00:00,2024-12-10,12,Manuel Wilson,33,Female,Japanese,Airbnb,873.01,Plane,134.18
504,Cape Town,2024-05-18 00:00:00,2024-06-04,17,Ralph Martinez,79,Female,Thai,Hotel,369.37,Train,1330.19
505,London,2024-05-01 00:00:00,2024-05-08,7,Natasha Hayes,39,Male,Vietnamese,Hotel,$355.66,Train,119.68
506,Los Angeles,2023-07-18 00:00:00,2023-08-05,18,Richard Sweeney,79,Female,German,Hotel,546.56,Car rental,275.61
507,London,2024-09-28 00:00:00,2024-10-25,27,Renee Velasquez,40,Female,Russian,Airbnb,769.26,Bus,1104.78
508,Athens,2023-04-11 00:00:00,2023-04-20,9,Jerry Mcdonald,65,Male,Japanese,Airbnb,207.76,Bus,824.3
509,Paris,2024-06-12 00:00:00,2024-06-26,14,Tammy Smith,59,Male,Emirati,Airbnb,$236.71,Bus,793.93
510,Dubai,2023-08-17 00:00:00,2023-09-12,26,Joseph Holmes,27,Female,Portuguese,Hotel,240.09,Bus,183.19
511,Buenos Aires,2023-09-17 00:00:00,2023-10-07,20,Rebecca Larson,25,Female,German,Hostel,738.4,Car rental,
512,Berlin,2023-06-03 00:00:00,2023-06-13,10,Valerie Anderson,69,Male,Canadian,Resort,540.71,Boat,
513,Buenos Aires,2023-10-19 00:00:00,2023-10-31,12,Russell Villarreal,74,Female,Singaporean,Hotel,126.12,Car rental,1055.65
514,New York,2023-09-27 00:00:00,2023-10-02,5,Erica Houston,28,Male,American,Hotel,743.35,Car rental,71.24
516,Berlin,2024-05-14 00:00:00,2024-06-12,29,Matthew Hall,70,Female,Dutch,Resort,541.04,Boat,1043.0
517,Dublin,2023-06-10 00:00:00,2023-06-16,6,Jason Benjamin,59,Female,Italian,Airbnb,166.05,Boat,697.44
518,Tokyo,2024-12-20 00:00:00,2025-01-08,19,Rachel Howard,33,Male,Canadian,Airbnb,334.87,Plane,1181.35
519,Toronto,2023-04-01 00:00:00,2023-04-16,15,Michael Mack,26,Male,Japanese,Hotel,592.91,Boat,470.79
520,New York,2024-06-04 00:00:00,2024-06-17,13,Kenneth Burgess,72,Male,Singaporean,Hotel,76.77,Train,644.69
521,Berlin,2023-10-24 00:00:00,2023-11-10,17,Tonya Garza,31,Male,Turkish,Airbnb,649.02,Boat,327.85
522,Bangkok,2024-08-16 00:00:00,2024-08-28,12,Steven Jones,35,Female,Portuguese,Hotel,$776.66,Car rental,1438.28
523,Lisbon,2024-06-17 00:00:00,,22,Luke Lee,65,Female,Portuguese,Hotel,878.03,Plane,274.07
524,Hanoi,2024-08-06 00:00:00,2024-08-19,13,James Nichols,47,Female,Thai,Hotel,249.84,Car rental,1208.6
525,Singapore,2024-03-26 00:00:00,2024-04-17,22,Ethan Hawkins,20,Male,Singaporean,Hostel,726.82,Plane,806.23
526,Los Angeles,2024-05-06 00:00:00,2024-06-01,26,Jacqueline Carpenter,57,Male,Emirati,Airbnb,794.3,Train,449.93
527,Dublin,2024-06-21 00:00:00,2024-07-11,20,Joshua Chandler MD,76,Female,Russian,Hotel,828.59,Car rental,53.65
528,Athens,2024-10-18 00:00:00,2024-11-04,17,Denise Simmons,46,Male,Japanese,Airbnb,196.08,Boat,866.58
529,Bangkok,2023-06-05 00:00:00,,16,Andrew Nguyen,51,Female,Irish,Resort,129.66,Car rental,1435.69
530,Dublin,2023-09-01 00:00:00,2023-09-21,20,Megan Medina,67,Female,Portuguese,Airbnb,946.08,Plane,531.84
531,Dublin,2023-07-19 00:00:00,2023-08-05,17,Julia Young,29,Female,French,Resort,466.76,Car rental,508.31
532,New York,2024-10-28 00:00:00,2024-11-14,17,Bradley Rivera,23,Female,Australian,Hostel,163.43,Bus,1300.2
533,Amsterdam,2023-05-01 00:00:00,2023-05-20,19,Stacy Butler,61,Female,French,Hotel,863.2,Boat,1341.2
534,Seoul,2024-03-21 00:00:00,2024-04-07,17,Virginia Palmer,36,Female,Italian,Airbnb,269.84,Car rental,37.42
535,London,2023-07-11 00:00:00,2023-07-16,5,Richard King,61,Male,Vietnamese,Airbnb,754.4,Bus,777.49
536,Singapore,2023-08-17 00:00:00,2023-09-15,29,Mary Peterson,48,Female,Canadian,Airbnb,950.11,Boat,355.77
537,Barcelona,2023-07-07 00:00:00,2023-07-08,1,Regina Miller,30,Male,American,Hotel,$827.5,Boat,1244.28
538,New York,2023-01-10 00:00:00,,20,Oscar Adams,60,Male,Mexican,Airbnb,789.91,Train,598.52
539,London,2023-10-23 00:00:00,2023-11-10,18,Brian Little,60,Male,Japanese,Hotel,162.36,Bus,1371.69
540,New York,2023-06-07 00:00:00,2023-06-23,16,Mariah Salazar,78,Female,Singaporean,Hotel,747.09,Boat,54.55
541,Berlin,2024-08-01 00:00:00,2024-08-08,7,Christopher Kelly,59,Male,South Korean,Airbnb,979.91,Boat,951.31
542,Paris,26-12-2024,2025-01-16,21,Jordan Campbell,53,Male,Australian,Airbnb,846.91,Car rental,608.41
543,Moscow,2023-06-14 00:00:00,2023-07-05,21,Jasmine Rice,34,Female,Italian,Airbnb,730.61,Bus,1067.9
544,Oslo,2023-06-17 00:00:00,2023-07-09,22,Christopher Harmon,18,Male,Irish,Airbnb,524.71,Car rental,328.85
545,Istanbul,2024-10-22 00:00:00,2024-11-16,25,Thomas Lane,38,Male,Norwegian,Hotel,456.46,Boat,184.74
546,Paris,2024-09-15 00:00:00,2024-10-05,20,Debbie Donaldson,43,Male,Singaporean,Hotel,384.17,Car rental,385.93
547,Oslo,2024-10-11 00:00:00,2024-10-29,18,Charles Lloyd,32,Female,Thai,Resort,850.36,Bus,1402.26
548,Berlin,2024-08-23 00:00:00,2024-09-17,25,Scott Brown,69,Male,Brazilian,Airbnb,117.32,Bus,360.98
549,Miami,2024-07-05 00:00:00,2024-07-25,20,Allison Harris,43,Male,Italian,Hostel,594.48,Car rental,879.16
550,Sydney,2023-06-19 00:00:00,2023-06-30,11,James Harris,45,Male,Brazilian,Hotel,229.39,Train,1175.46
551,Tokyo,2024-07-21 00:00:00,2024-08-03,13,Lisa Wells,37,Female,Dutch,Hotel,272.37,Car rental,1166.12
552,Paris,2023-10-24 00:00:00,2023-11-16,23,Ryan Mccall,32,Male,Emirati,Hotel,835.37,Boat,836.35
553,Toronto,2024-07-04 00:00:00,2024-07-27,23,Devin Foley,23,Female,Vietnamese,Hotel,385.21,Plane,445.79
554,Dublin,2024-02-11 00:00:00,2024-03-02,20,Kristin Marsh DDS,50,Male,Canadian,Hotel,907.65,Train,"1,036.71 USD"
555,Seoul,2024-10-28 00:00:00,2024-11-01,4,Amanda Kennedy,51,Male,Mexican,Hotel,550.69,Car rental,1028.89
556,Cairo,2023-12-13 00:00:00,2024-01-08,26,Elizabeth Wilkerson,42,Female,Canadian,Airbnb,231.31,Train,1215.7
557,Bangkok,2024-07-17 00:00:00,2024-08-07,21,Roger Dunn,25,Male,Emirati,Airbnb,707.77,Boat,292.44
558,Barcelona,2024-08-22 00:00:00,2024-09-08,17,Stuart Watson,38,Male,Mexican,Resort,964.51,Train,898.7
559,Amsterdam,2024-06-17 00:00:00,2024-07-09,22,Jeanne Jones,73,Male,Mexican,Hotel,879.13,Boat,637.76
560,Tokyo,2024-06-05 00:00:00,2024-07-03,28,Fernando Holt,60,Male,Italian,Hotel,161.76,Bus,1302.4
561,Oslo,2023-08-04 00:00:00,2023-08-30,26,Luis Garcia,80,Female,Emirati,Hostel,237.31,Plane,860.22
562,Berlin,2024-11-05 00:00:00,2024-11-28,23,Kimberly Edwards,56,Male,Singaporean,Villa,672.01,Bus,85.93
563,Dublin,2023-06-21 00:00:00,2023-06-22,1,George Alvarez,47,Female,Egyptian,Hostel,221.99,Train,149.62
564,Rome,2024-03-25 00:00:00,2024-04-07,13,Lisa Russell,62,Male,Brazilian,Airbnb,813.4,Bus,1291.95
565,Berlin,2024-02-15 00:00:00,2024-03-08,22,Ashley Lewis,23,Male,Norwegian,Hostel,74.84,Boat,1084.89
566,Lisbon,2024-01-18 00:00:00,2024-02-03,16,Teresa Mcbride,72,Female,Emirati,Hotel,982.46,Plane,84.96
567,Dubai,2024-11-24 00:00:00,2024-12-02,8,Melissa Wilson,23,Female,Singaporean,Airbnb,699.06,Train,425.27
568,Prague,2023-05-05 00:00:00,2023-05-31,26,Christine Farmer,48,Female,Dutch,Resort,182.05,Plane,1039.35
569,Berlin,2024-05-27 00:00:00,2024-06-17,21,Frederick Hayden,58,Male,Italian,Hotel,360.0,Car rental,117.75 USD
570,Berlin,2024-01-18 00:00:00,2024-02-12,25,Stephanie Hoffman,74,Female,Japanese,Resort,,Train,
571,Rome,2023-05-28 00:00:00,2023-06-14,17,Anthony Phillips,20,Female,Portuguese,Resort,807.78,Bus,312.18
572,Los Angeles,2024-06-21 00:00:00,2024-07-18,27,Deborah Moore,23,Male,French,Hostel,550.63,Car rental,617.11
573,Seoul,2023-01-13 00:00:00,2023-02-08,26,William Young,56,Male,French,Airbnb,801.32,Boat,125.89
574,Seoul,2023-07-15 00:00:00,2023-07-22,7,Jasmin Austin,56,Male,Dutch,Hotel,686.44,Train,996.85
575,Rome,2023-08-12 00:00:00,,6,John Colon,47,Male,Argentinian,Airbnb,464.01,Boat,604.63
576,Lisbon,2023-08-25 00:00:00,2023-09-23,29,Joel Perry,68,Female,Japanese,Hotel,$539.37,Train,684.26
577,Dublin,2024-05-18 00:00:00,2024-06-07,20,Raymond Melton,53,Female,German,Resort,938.54,Plane,1045.46
578,Tokyo,2023-09-22 00:00:00,2023-10-02,10,Jose Barton,63,Male,Dutch,Hotel,215.71,Boat,825.62
579,New York,2023-06-20 00:00:00,2023-07-10,20,Norma Ward,48,Female,French,Resort,690.47,Train,198.06
580,London,2023-06-22 00:00:00,,14,Lisa Massey,36,Female,German,Hostel,91.96,Boat,511.04
581,Lisbon,2024-07-16 00:00:00,2024-08-12,27,James Schneider,19,Female,Spanish,Resort,844.79,Plane,439.32
582,Rome,04-07-2023,2023-07-18,14,Douglas Gonzales,38,Male,Mexican,Airbnb,906.1,Plane,897.64
583,Singapore,2023-07-05 00:00:00,2023-07-16,11,Michelle Myers,50,Female,Singaporean,Resort,$90.75,Train,161.54
584,London,2024-06-03 00:00:00,2024-06-13,10,Joseph Smith,24,Female,Portuguese,Hotel,,Plane,980.8
585,Los Angeles,2024-08-08 00:00:00,2024-08-24,16,Steven Walker,33,Male,Irish,Resort,146.75,Car rental,1095.5
586,Miami,2024-05-01 00:00:00,,13,Melanie Johnson,52,Female,Mexican,Hotel,581.57,Bus,990.44
587,Paris,2023-02-06 00:00:00,2023-02-16,10,Deanna Warner,30,Female,Russian,Hostel,948.18,Bus,1272.88
588,New York,2024-10-11 00:00:00,2024-11-08,28,Robert Mack,76,Male,German,Hotel,508.3,Train,886.3
589,Lisbon,2024-12-26 00:00:00,2025-01-16,21,Melissa Reynolds,24,Female,Greek,Airbnb,692.26,Boat,1493.55
590,Dublin,2023-03-13 00:00:00,2023-04-12,30,Bernard Mills,27,Female,Singaporean,Airbnb,715.11,Train,337.97
591,Seoul,2023-05-15 00:00:00,2023-06-07,23,Alexander Foster,57,Male,Mexican,Airbnb,856.66,Plane,546.88 USD
592,Dubai,2024-09-02 00:00:00,2024-09-23,21,Christopher Davis,24,Male,Emirati,Hotel,561.29,Plane,982.7
593,Barcelona,2024-11-18 00:00:00,2024-12-04,16,Nicholas Lee,22,Female,South Korean,Hotel,133.27,Boat,1337.18
594,Buenos Aires,2023-06-02 00:00:00,2023-06-09,7,Tyler Morrison,39,Male,Japanese,Airbnb,626.65,Bus,420.98
595,Paris,2024-06-21 00:00:00,2024-07-09,18,Michelle Garcia,33,Female,Spanish,Villa,565.5,Boat,556.08
596,Istanbul,2023-11-24 00:00:00,2023-12-14,20,Brenda Sullivan,77,Male,Turkish,Hotel,329.06,Train,56.31
598,Los Angeles,2024-01-12 00:00:00,2024-01-23,11,Laura Johnson,41,Female,Thai,Hostel,$649.61,Bus,186.84
599,Prague,2024-07-24 00:00:00,2024-08-11,18,James Anderson DVM,39,Male,South African,Villa,249.98,Train,93.97
600,Amsterdam,2024-08-02 00:00:00,2024-08-16,14,Patrick Kennedy,42,Male,Japanese,Hotel,126.76,Bus,1237.2
601,Seoul,2024-11-24 00:00:00,2024-12-18,24,Sara Wallace,19,Female,French,Resort,953.35,Car rental,656.97
602,Lisbon,2024-05-07 00:00:00,2024-06-05,29,Mariah Mills MD,62,Male,Dutch,Hostel,937.65,Train,175.0
603,Prague,2023-03-06 00:00:00,2023-03-29,23,Roberto Scott,23,Female,Indonesian,Airbnb,993.17,Boat,972.13
604,Toronto,2024-06-23 00:00:00,2024-06-26,3,Robert Mills,31,Male,Dutch,Hotel,970.65,Car rental,675.57 USD
605,Hanoi,2023-09-12 00:00:00,2023-10-06,24,Sharon Carlson,61,Male,Portuguese,Hotel,815.42,Train,333.5
606,Cape Town,2023-10-16 00:00:00,2023-10-29,13,Jenny Reyes,28,Male,Russian,Resort,710.97,Plane,1231.19
607,Lisbon,2024-05-15 00:00:00,2024-06-04,20,Elizabeth Stone,79,Female,Japanese,Airbnb,485.01,Car rental,"1,006.85 USD"
608,Toronto,2024-05-11 00:00:00,2024-05-22,11,Angela Chandler,45,Female,Vietnamese,Airbnb,189.45,Plane,510.97
609,Prague,2023-10-11 00:00:00,2023-11-01,21,Laurie Jordan,79,Female,Irish,Airbnb,721.32,Train,258.25
610,Tokyo,2023-07-18 00:00:00,2023-08-12,25,Ashley Brewer,65,Female,British,Resort,902.04,Car rental,1442.98
611,Sydney,2023-07-24 00:00:00,2023-08-16,23,Stephanie Lopez,58,Male,Thai,Hotel,367.86,Boat,1091.73
612,Istanbul,2024-06-24 00:00:00,2024-07-17,23,Sarah Miles,24,Female,South Korean,Hotel,188.82,Train,552.94
613,Amsterdam,2024-07-10 00:00:00,2024-07-26,16,Lawrence Turner,37,Male,Turkish,Hotel,436.08,Bus,758.12
614,Bangkok,2024-04-15 00:00:00,2024-05-04,19,Jacqueline Parks DVM,45,Male,Mexican,Hotel,931.73,Train,1105.82
615,Berlin,2023-07-02 00:00:00,2023-07-18,16,Kevin Henry,37,Female,British,Airbnb,71.57,Train,1129.66
616,Bangkok,2023-08-25 00:00:00,2023-09-15,21,John Hill DVM,26,Female,Portuguese,Airbnb,140.11,Bus,258.99
617,Amsterdam,2024-06-04 00:00:00,2024-06-13,9,Jennifer Madden,63,Female,Canadian,Airbnb,753.94,Car rental,1345.51
618,Istanbul,2024-05-13 00:00:00,2024-06-10,28,Dr. Paul Mills,18,Female,French,Airbnb,893.08,Car rental,729.1
619,Los Angeles,2024-08-17 00:00:00,,26,Antonio Gilmore,56,Female,Canadian,Airbnb,,Car rental,442.84
620,Toronto,2024-09-19 00:00:00,2024-10-08,19,Jordan Edwards,24,Male,Portuguese,Hostel,831.07,Bus,532.24
621,Prague,2024-08-19 00:00:00,2024-09-05,17,Mrs. Kathryn Vega,34,Female,Emirati,Airbnb,545.14,Bus,1090.99
622,Sydney,2024-11-05 00:00:00,2024-12-02,27,Dakota Williams,40,Male,Brazilian,Hotel,807.37,Plane,210.18
623,Rome,2023-06-06 00:00:00,2023-06-14,8,Justin Chavez,39,Male,Brazilian,Villa,,Plane,1257.51
624,Bangkok,2023-04-06 00:00:00,2023-05-01,25,Daniel Miller,26,Male,Emirati,Resort,916.01,Boat,1215.34
625,Paris,2023-04-06 00:00:00,2023-04-29,23,Tamara Sellers,35,Female,Portuguese,Villa,86.6,Train,1418.81
626,Tokyo,2023-10-05 00:00:00,2023-10-26,21,Catherine Reeves,57,Female,Canadian,Resort,381.24,Train,915.06
627,Berlin,2023-06-21 00:00:00,2023-07-16,25,Dennis Brennan,60,Female,Canadian,Resort,233.56,Bus,338.62
628,Prague,2023-05-19 00:00:00,2023-06-01,13,Chelsea Elliott,79,Female,Brazilian,Hostel,156.27,Car rental,665.04
629,Barcelona,2024-06-26 00:00:00,2024-07-13,17,Kyle Watts,25,Male,American,Villa,372.33,Plane,75.01
630,Dubai,2024-03-07 00:00:00,2024-03-18,11,Devin Leblanc,34,Female,Thai,Hotel,170.86,Bus,1476.14
632,New York,2023-06-05 00:00:00,2023-06-16,11,Joan Carter,52,Female,Portuguese,Hostel,911.61,Train,"1,247.75 USD"
633,Dubai,2024-03-07 00:00:00,2024-03-31,24,John Wright,34,Male,Thai,Airbnb,116.13,Train,296.57
634,Istanbul,2024-06-13 00:00:00,2024-07-11,28,Carly Gregory,29,Male,French,Airbnb,288.22,Train,163.02
635,Los Angeles,2024-07-16 00:00:00,2024-08-08,23,Susan Brown,47,Female,Norwegian,Hotel,65.51,Bus,399.11
636,Toronto,2024-10-01 00:00:00,2024-10-18,17,Samantha Sanders,54,Female,German,Airbnb,372.36,Train,1499.86
637,Tokyo,10-04-2023,2023-05-05,25,Sarah Carr,65,Male,British,Hotel,391.97,Car rental,723.11
638,Jakarta,2023-09-14 00:00:00,2023-09-21,7,Sean Grimes,68,Male,Spanish,Resort,245.76,Train,21.86
639,Rome,2024-08-27 00:00:00,2024-09-22,26,Thomas Daniel,22,Female,Mexican,Villa,804.03,Plane,1192.64
640,Berlin,2024-09-26 00:00:00,,13,Emily Colon,18,Male,Mexican,Airbnb,538.36,Bus,1189.33
641,Lisbon,2023-08-12 00:00:00,2023-08-29,17,Debbie Tucker,67,Male,Italian,Hotel,200.35,Plane,776.79
642,Amsterdam,2024-09-22 00:00:00,2024-09-23,1,Stephanie Allen,38,Female,Brazilian,Airbnb,711.61,Plane,1034.97
643,Miami,2023-04-09 00:00:00,2023-04-19,10,Jay Hale,34,Male,Singaporean,Resort,950.67,Boat,701.11
644,London,2024-10-17 00:00:00,2024-11-10,24,Don Williams,33,Female,American,Villa,534.17,Train,369.14
645,Paris,2024-07-21 00:00:00,2024-08-17,27,Betty Jackson,20,Male,Singaporean,Hotel,,Boat,1423.27
646,Cairo,2023-11-25 00:00:00,2023-12-17,22,Ronald Avila,79,Female,South African,Hotel,$328.03,Train,
647,Toronto,2024-06-07 00:00:00,2024-06-29,22,Caroline Flores,23,Male,Australian,Hotel,156.46,Car rental,554.52
648,New York,2024-06-09 00:00:00,2024-06-26,17,Judy Vargas,78,Male,Singaporean,Hotel,563.34,Bus,726.65
649,Barcelona,2024-11-06 00:00:00,2024-11-28,22,Kayla Jacobs,69,Female,French,Airbnb,935.55,Train,
650,Dubai,2024-08-03 00:00:00,2024-08-19,16,Alicia Williams,22,Female,Mexican,Hotel,138.5,Plane,"1,483.56 USD"
651,Amsterdam,2023-06-23 00:00:00,2023-06-30,7,Jared White,28,Female,Japanese,Hotel,447.76,Bus,964.08 USD
652,Barcelona,2023-07-16 00:00:00,2023-07-29,13,Natalie Bass,77,Male,Turkish,Hotel,249.27,Bus,1355.59
653,Bangkok,2023-06-19 00:00:00,2023-07-07,18,Karen Monroe,50,Female,Singaporean,Guesthouse,181.11,Car rental,689.3
654,Dublin,2023-01-23 00:00:00,2023-02-19,27,Lauren Adams,62,Male,Italian,Resort,784.16,Boat,
655,Lisbon,2024-01-08 00:00:00,2024-01-15,7,Derek Cook,28,Male,Italian,Hotel,534.96,Boat,240.08
656,Berlin,2024-08-10 00:00:00,2024-09-03,24,Gabrielle Russell,47,Female,Canadian,Hotel,96.62,Boat,879.34
657,Prague,2024-06-08 00:00:00,2024-06-23,15,Austin Bass,32,Female,French,Hotel,402.81,Plane,1482.16
658,Sydney,2023-06-02 00:00:00,2023-06-29,27,Kimberly Mcdaniel,51,Female,French,Hotel,456.21,Train,1226.19
659,London,2023-07-13 00:00:00,,20,Melissa Lara,37,Male,German,Resort,358.67,Bus,438.05
660,Sydney,2023-10-03 00:00:00,2023-10-14,11,Matthew Chambers,54,Female,Emirati,Resort,705.41,Train,393.21
661,Prague,2023-03-08 00:00:00,2023-03-25,17,Tasha Obrien,58,Male,Singaporean,Riad,949.92,Train,791.39
662,Hanoi,2023-10-28 00:00:00,2023-11-14,17,Cesar Flores,19,Male,Dutch,Airbnb,77.59,Plane,301.77
663,Miami,2023-10-02 00:00:00,2023-10-21,19,Kenneth Miller,46,Female,Japanese,Resort,251.41,Plane,559.4
664,Athens,2023-04-11 00:00:00,2023-04-24,13,Brittany Thompson,43,Male,Turkish,Hotel,$624.16,Plane,489.74
665,Miami,2023-10-12 00:00:00,2023-10-26,14,Charlene King,72,Female,Japanese,Airbnb,590.29,Boat,888.94
666,Prague,2024-08-16 00:00:00,2024-08-29,13,Bruce Oliver,27,Male,Australian,Hotel,933.61,Boat,1085.91
667,New York,2024-08-23 00:00:00,2024-09-10,18,Jennifer Sanders,18,Female,Canadian,Hostel,992.43,Boat,1206.61
668,Prague,2023-11-22 00:00:00,2023-12-12,20,Garrett Solis,49,Male,American,Airbnb,658.37,Car rental,1281.2
669,Lisbon,2023-06-17 00:00:00,2023-06-22,5,Linda Obrien,65,Female,Spanish,Airbnb,303.74,Train,786.19
670,Barcelona,2024-04-13 00:00:00,2024-04-28,15,Abigail Dillon,56,Female,Turkish,Airbnb,641.99,Bus,729.69
671,Sydney,2023-02-07 00:00:00,2023-02-22,15,Amanda Hamilton,66,Female,Singaporean,Airbnb,459.7,Bus,117.99
672,Seoul,2024-05-06 00:00:00,2024-05-17,11,Mark Schmidt,71,Female,British,Airbnb,990.18,Train,1232.72
673,Paris,2024-12-24 00:00:00,2025-01-15,22,Rebecca Williams,60,Female,British,Hotel,309.1,Plane,347.68
674,Oslo,2023-12-03 00:00:00,2023-12-09,6,Edward Hill,54,Male,Dutch,Hotel,244.98,Bus,
675,Dubai,2024-07-01 00:00:00,2024-07-23,22,Patrick Allen,27,Male,Spanish,Airbnb,$806.02,Plane,392.79
676,Oslo,2024-05-26 00:00:00,2024-06-09,14,Christopher Hubbard,68,Male,Irish,Hotel,738.54,Car rental,137.11
677,Toronto,2024-08-27 00:00:00,2024-09-09,13,Erin Maynard,61,Female,Irish,Hotel,632.2,Car rental,289.81
678,Los Angeles,2023-02-20 00:00:00,2023-03-12,20,Mr. Joshua Higgins,76,Female,Irish,Hotel,273.5,Boat,1275.42
679,Prague,2023-06-17 00:00:00,2023-07-07,20,Kevin Carrillo,44,Female,Argentinian,Resort,441.57,Boat,711.0
680,Sydney,2024-05-16 00:00:00,2024-06-03,18,Erika Myers,27,Female,Japanese,Hotel,836.09,Bus,1230.56
681,Hanoi,2024-11-19 00:00:00,2024-11-25,6,Kenneth Stewart,33,Female,Argentinian,Hotel,707.06,Boat,216.38
682,London,2024-08-28 00:00:00,2024-09-20,23,Timothy Jenkins,54,Male,South Korean,Airbnb,321.43,Bus,630.39
683,Berlin,2023-08-24 00:00:00,2023-09-09,16,Jennifer Miller,32,Female,Vietnamese,Airbnb,310.74,Bus,1155.78
684,Los Angeles,2023-09-10 00:00:00,2023-10-06,26,Danielle Price,22,Female,Greek,Hotel,842.22,Train,210.44 USD
685,Moscow,2023-06-23 00:00:00,2023-07-04,11,Tyrone Dixon,43,Male,Swiss,Hotel,165.81,Plane,957.56
686,Jakarta,2024-05-10 00:00:00,2024-05-21,11,Zachary Weaver,28,Male,Singaporean,Hotel,364.18,Bus,317.51
687,Istanbul,2024-06-13 00:00:00,2024-07-09,26,Edward Hodges,38,Female,Japanese,Villa,164.1,Car rental,239.36
688,Paris,2024-01-17 00:00:00,2024-01-22,5,Margaret Warner,79,Male,Brazilian,Hotel,705.82,Car rental,44.63
689,Sydney,2024-03-09 00:00:00,2024-03-30,21,Larry Baker,34,Male,Mexican,Airbnb,575.38,Plane,1238.9
690,Los Angeles,2024-10-03 00:00:00,2024-10-11,8,Bryan Jones,37,Female,Emirati,Hostel,579.75,Car rental,637.65
