Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost
449,Dublin,2023-07-09 00:00:00,2023-07-28,19,Anthony Barker,75,Male,Vietnamese,Guesthouse,66.42506457777492,Bus,
450,Prague,2023-12-09 00:00:00,2023-12-28,19,Ronald Pena,74,Male,Japanese,Villa,3154.5946224051513,Boat,125.87
451,Tokyo,2023-05-03 00:00:00,2023-05-16,13,Sandra Williams,50,Female,Brazilian,Hostel,45.8648471351111,Boat,1220.37
452,New York,2024-04-16 00:00:00,2024-04-25,9,Dana Richards,61,Male,Turkish,Guesthouse,82.63152875555716,Train,1242.79
453,Sydney,2024-12-26 00:00:00,2025-01-17,22,Brianna Anderson,44,Male,Irish,Hotel,291.3753685576685,Bus,662.07
454,Paris,21-12-2023,2024-01-10,20,Michael Bailey,44,Male,Emirati,Guesthouse,131.6983699490463,Car rental,408.59
455,Prague,2023-09-19 00:00:00,2023-10-07,18,Gwendolyn Castillo,59,Female,Emirati,Hostel,51.08762097880346,Boat,45.39
456,Bangkok,2024-10-25 00:00:00,2024-11-05,11,Angela Riley,24,Male,French,Riyad,6059.374178307073,Plane,1134.32
457,Tokyo,2023-07-25 00:00:00,2023-08-17,23,Jason Jordan,25,Male,Singaporean,Hostel,99.1112338975324,Plane,
458,Rome,2023-03-23 00:00:00,2023-04-16,24,Jeffrey Simmons,38,Male,Portuguese,Airbnb,198.69635651528293,Car rental,840.37
459,Istanbul,2024-04-14 00:00:00,2024-04-20,6,Kaitlyn Maxwell,41,Male,Emirati,Hostel,31.24669590729447,Boat,117.94
461,Amsterdam,14-08-2024,2024-09-05,22,Summer Stewart,44,Female,Irish,Villa,2118.8897794865047,Boat,1057.09
462,Cairo,2024-12-03 00:00:00,2024-12-18,15,William Gray,62,Female,German,Guesthouse,118.97645172419273,Plane,1371.79
463,Bangkok,2023-05-16 00:00:00,2023-06-11,26,Patricia Long,61,Female,Mexican,Airbnb,234.99684871229238,Car rental,1320.27
464,Los Angeles,2024-11-20 00:00:00,2024-12-04,14,Mr. John Jackson MD,50,Female,South Korean,Airbnb,266.53511651678275,Plane,379.77
465,London,2023-08-05 00:00:00,2023-09-04,30,Kaylee Black,48,Male,Egyptian,Hotel,355.79058967736023,Boat,1158.97
466,Istanbul,2023-08-06 00:00:00,2023-08-26,20,Jessica White,79,Female,German,Hotel,473.03309758060885,Train,634.83
467,Singapore,14-04-2023,2023-04-25,11,Kristin Sosa,57,Male,South Korean,Guesthouse,84.89566020554338,Boat,464.32
468,Sydney,2023-06-25 00:00:00,2023-07-22,27,Sarah Carroll,44,Male,Peruvian,Guesthouse,67.01206734591125,Car rental,308.49
469,Cairo,2023-02-06 00:00:00,2023-02-24,18,Theresa Warner,74,Female,Irish,Airbnb,156.1749314794716,Boat,560.53
470,Prague,2023-11-10 00:00:00,2023-11-11,1,Christopher Miller,60,Male,Turkish,Hotel,393.87047812765854,Plane,1296.38
471,Seoul,08-12-2024,2024-12-29,21,Dylan Smith,43,Female,Singaporean,Riyad,3243.697605577143,Plane,1416.49
472,Miami,2024-05-09 00:00:00,2024-05-23,14,Lauren Johnson,65,Male,Singaporean,Hotel,486.0425516298261,Boat,1282.51
473,Dublin,2024-06-26 00:00:00,2024-06-27,1,Cynthia Archer,34,Female,Thai,Airbnb,299.1248616816867,Plane,1127.86
474,London,2023-07-02 00:00:00,2023-07-07,5,Jason Chavez,33,Male,Dutch,Airbnb,185.27664842112242,Train,904.23
475,New York,2024-07-18 00:00:00,2024-07-27,9,Carmen Kim,41,Male,Turkish,Airbnb,132.98056068081758,Train,1091.61
476,Singapore,2023-06-24 00:00:00,2023-07-17,23,Tara Khan,36,Female,Portuguese,Hostel,68.92282281400301,Plane,473.66
477,New York,2024-09-06 00:00:00,2024-09-26,20,Andrea Deleon,26,Female,Spanish,Airbnb,197.24366015282516,Train,85.81
478,Singapore,2023-07-08 00:00:00,2023-07-23,15,Christopher Mitchell,67,Male,Portuguese,Hotel,280.5189988509227,Boat,874.19
479,Istanbul,2023-09-23 00:00:00,2023-10-19,26,Arthur Diaz,24,Male,Brazilian,Hostel,38.98690338088024,Train,505.88
480,Singapore,2023-08-02 00:00:00,2023-08-10,8,Jacob Hardin,40,Male,Japanese,Hostel,93.60544292846238,Car rental,536.95
481,Barcelona,2024-10-21 00:00:00,2024-11-11,21,Brett Blake,79,Male,Australian,Villa,4845.234715040089,Plane,414.07
482,Seoul,2023-08-25 00:00:00,2023-09-10,16,Lindsay Hernandez,27,Male,Mexican,Guesthouse,86.36281249923762,Plane,696.32
483,Berlin,27-07-2023,2023-07-30,3,James Wall,53,Male,French,Airbnb,227.85057857131798,Plane,1369.8
484,London,2023-04-16 00:00:00,2023-05-09,23,Amy Spencer,35,Male,Norwegian,Villa,2508.8308245325325,Boat,940.51
485,London,2023-09-01 00:00:00,2023-09-18,17,Patricia Singh,51,Female,American,Airbnb,118.36608279838028,Train,381.97
486,Sydney,05-09-2024,2024-09-12,7,Erin Vargas,50,Female,Emirati,Airbnb,229.72148790786198,Car rental,463.46
487,Singapore,2023-01-16 00:00:00,2023-02-10,25,Ryan Mcbride,23,Female,Irish,Villa,3052.8953351154432,Train,893.22
488,Barcelona,2024-10-17 00:00:00,2024-11-11,25,Erik Patterson,49,Female,Australian,Hostel,40.74288001655378,Plane,777.94
489,Toronto,2024-08-22 00:00:00,2024-09-15,24,Leslie Peterson,77,Male,Canadian,Resort,1455.5416027868887,Plane,247.56
490,Barcelona,2023-05-20 00:00:00,2023-06-13,24,Mathew Martinez,31,Male,Portuguese,Villa,4320.82457016638,Boat,1315.62
491,Cairo,2023-08-28 00:00:00,2023-09-18,21,Sara Brown,54,Female,Argentinian,Airbnb,139.24904136697089,Plane,746.43
492,Barcelona,2024-07-11 00:00:00,2024-07-30,19,Melissa Johnson,24,Female,Irish,Hotel,364.74816105728405,Car rental,1379.48
493,Toronto,2024-04-27 00:00:00,2024-05-05,8,Miss Briana Arnold,59,Male,Italian,Villa,4723.084685871783,Boat,151.2
494,London,2023-05-12 00:00:00,2023-05-30,18,Lisa Curry,27,Female,Italian,Hotel,252.79967295323254,Train,715.54
495,Miami,2024-08-05 00:00:00,2024-08-29,24,Joshua Campbell,39,Female,Italian,Resort,1047.6748273749913,Train,1224.21
496,Paris,2024-10-19 00:00:00,2024-11-03,15,Linda Fowler,27,Female,Canadian,Hotel,205.62109446391582,Boat,658.76
497,Singapore,2023-02-15 00:00:00,2023-03-05,18,Daniel Goodman,71,Female,South Korean,Hostel,56.49882827069386,Plane,755.94
499,Buenos Aires,09-07-2023,2023-07-28,19,Jeremy Bates,24,Female,German,Hotel,306.67571129707807,Boat,
500,Toronto,2024-08-20 00:00:00,2024-09-13,24,Caitlyn Holland,67,Female,Canadian,Hotel,451.5037612418732,Car rental,659.83
501,Miami,2024-09-15 00:00:00,2024-09-28,13,Curtis Wright,28,Male,Brazilian,Villa,3258.45635293043,Boat,
502,Lisbon,2024-11-28 00:00:00,2024-12-10,12,Manuel Wilson,33,Female,Japanese,Airbnb,201.1996169526239,Plane,134.18
504,Cape Town,2024-05-18 00:00:00,2024-06-04,17,Ralph Martinez,79,Female,Thai,Resort,987.1725199527958,Train,1330.19
505,London,2024-05-01 00:00:00,2024-05-08,7,Natasha Hayes,39,Male,Vietnamese,Airbnb,111.98178494596804,Train,119.68
506,Los Angeles,2023-07-18 00:00:00,2023-08-05,18,Richard Sweeney,79,Female,German,Airbnb,166.91581403923203,Car rental,275.61
507,London,2024-09-28 00:00:00,2024-10-25,27,Renee Velasquez,40,Female,Russian,Airbnb,258.37074007821184,Bus,1104.78
508,Athens,2023-04-11 00:00:00,2023-04-20,9,Jerry Mcdonald,65,Male,Japanese,Hotel,359.0012566581699,Bus,824.3
509,Paris,2024-06-12 00:00:00,2024-06-26,14,Tammy Smith,59,Male,Emirati,Resort,1022.4587284321819,Bus,793.93
510,Dubai,2023-08-17 00:00:00,2023-09-12,26,Joseph Holmes,27,Female,Portuguese,Airbnb,137.8698956459588,Bus,183.19
511,Buenos Aires,2023-09-17 00:00:00,2023-10-07,20,Rebecca Larson,25,Female,German,Airbnb,282.84387952598763,Car rental,
512,Berlin,2023-06-03 00:00:00,2023-06-13,10,Valerie Anderson,69,Male,Canadian,Hostel,89.77708092537016,Boat,
513,Buenos Aires,2023-10-19 00:00:00,2023-10-31,12,Russell Villarreal,74,Female,Singaporean,Hotel,473.9129527780331,Car rental,1055.65
514,New York,2023-09-27 00:00:00,2023-10-02,5,Erica Houston,28,Male,American,Hotel,498.1013974649417,Car rental,71.24
516,Berlin,2024-05-14 00:00:00,2024-06-12,29,Matthew Hall,70,Female,Dutch,Guesthouse,111.71094665604016,Boat,1043.0
517,Dublin,2023-06-10 00:00:00,2023-06-16,6,Jason Benjamin,59,Female,Italian,Airbnb,276.4405781795613,Boat,697.44
518,Tokyo,2024-12-20 00:00:00,2025-01-08,19,Rachel Howard,33,Male,Canadian,Hostel,71.45028404578477,Plane,1181.35
519,Toronto,2023-04-01 00:00:00,2023-04-16,15,Michael Mack,26,Male,Japanese,Hotel,237.27954098136811,Boat,470.79
520,New York,2024-06-04 00:00:00,2024-06-17,13,Kenneth Burgess,72,Male,Singaporean,Hostel,57.426352820278936,Train,644.69
521,Berlin,2023-10-24 00:00:00,2023-11-10,17,Tonya Garza,31,Male,Turkish,Airbnb,251.14851827336807,Boat,327.85
522,Bangkok,2024-08-16 00:00:00,2024-08-28,12,Steven Jones,35,Female,Portuguese,Airbnb,135.37388549808344,Car rental,1438.28
523,Lisbon,2024-06-17 00:00:00,,22,Luke Lee,65,Female,Portuguese,Hotel,235.27057723945242,Plane,274.07
524,Hanoi,2024-08-06 00:00:00,2024-08-19,13,James Nichols,47,Female,Thai,Airbnb,218.1629449294164,Car rental,1208.6
525,Singapore,2024-03-26 00:00:00,2024-04-17,22,Ethan Hawkins,20,Male,Singaporean,Airbnb,165.31390631720643,Plane,806.23
526,Los Angeles,2024-05-06 00:00:00,2024-06-01,26,Jacqueline Carpenter,57,Male,Emirati,Hostel,96.79511023395047,Train,449.93
527,Dublin,2024-06-21 00:00:00,2024-07-11,20,Joshua Chandler MD,76,Female,Russian,Airbnb,107.00641302963578,Car rental,53.65
528,Athens,2024-10-18 00:00:00,2024-11-04,17,Denise Simmons,46,Male,Japanese,Hotel,451.52841812135284,Boat,866.58
529,Bangkok,2023-06-05 00:00:00,,16,Andrew Nguyen,51,Female,Irish,Guesthouse,107.63018558736113,Car rental,1435.69
530,Dublin,2023-09-01 00:00:00,2023-09-21,20,Megan Medina,67,Female,Portuguese,Airbnb,212.02901115984372,Plane,531.84
531,Dublin,2023-07-19 00:00:00,2023-08-05,17,Julia Young,29,Female,French,Hotel,392.55020153906196,Car rental,508.31
532,New York,2024-10-28 00:00:00,2024-11-14,17,Bradley Rivera,23,Female,Australian,Airbnb,129.23115811204966,Bus,1300.2
533,Amsterdam,2023-05-01 00:00:00,2023-05-20,19,Stacy Butler,61,Female,French,Resort,914.2890024732633,Boat,1341.2
534,Seoul,2024-03-21 00:00:00,2024-04-07,17,Virginia Palmer,36,Female,Italian,Airbnb,165.97942747009722,Car rental,37.42
535,London,2023-07-11 00:00:00,2023-07-16,5,Richard King,61,Male,Vietnamese,Guesthouse,117.74078880491558,Bus,777.49
536,Singapore,2023-08-17 00:00:00,2023-09-15,29,Mary Peterson,48,Female,Canadian,Airbnb,144.26702938983962,Boat,355.77
537,Barcelona,2023-07-07 00:00:00,2023-07-08,1,Regina Miller,30,Male,American,Hotel,457.271601852847,Boat,1244.28
538,New York,2023-01-10 00:00:00,,20,Oscar Adams,60,Male,Mexican,Guesthouse,86.67048027581626,Train,598.52
539,London,2023-10-23 00:00:00,2023-11-10,18,Brian Little,60,Male,Japanese,Airbnb,111.10818768568993,Bus,1371.69
540,New York,2023-06-07 00:00:00,2023-06-23,16,Mariah Salazar,78,Female,Singaporean,Hostel,52.183140790853415,Boat,54.55
541,Berlin,2024-08-01 00:00:00,2024-08-08,7,Christopher Kelly,59,Male,South Korean,Villa,2906.848747685757,Boat,951.31
542,Paris,26-12-2024,2025-01-16,21,Jordan Campbell,53,Male,Australian,Guesthouse,87.92059633967241,Car rental,608.41
543,Moscow,2023-06-14 00:00:00,2023-07-05,21,Jasmine Rice,34,Female,Italian,Hotel,282.733626662519,Bus,1067.9
544,Oslo,2023-06-17 00:00:00,2023-07-09,22,Christopher Harmon,18,Male,Irish,Hotel,242.32659723820188,Car rental,328.85
545,Istanbul,2024-10-22 00:00:00,2024-11-16,25,Thomas Lane,38,Male,Norwegian,Guesthouse,133.2127111790308,Boat,184.74
546,Paris,2024-09-15 00:00:00,2024-10-05,20,Debbie Donaldson,43,Male,Singaporean,Airbnb,121.0282018588862,Car rental,385.93
547,Oslo,2024-10-11 00:00:00,2024-10-29,18,Charles Lloyd,32,Female,Thai,Resort,1366.7466332655795,Bus,1402.26
548,Berlin,2024-08-23 00:00:00,2024-09-17,25,Scott Brown,69,Male,Brazilian,Airbnb,275.2617602770846,Bus,360.98
549,Miami,2024-07-05 00:00:00,2024-07-25,20,Allison Harris,43,Male,Italian,Hotel,451.9276453479683,Car rental,879.16
550,Sydney,2023-06-19 00:00:00,2023-06-30,11,James Harris,45,Male,Brazilian,Airbnb,158.72760292548617,Train,1175.46
551,Tokyo,2024-07-21 00:00:00,2024-08-03,13,Lisa Wells,37,Female,Dutch,Airbnb,123.87643661196108,Car rental,1166.12
552,Paris,2023-10-24 00:00:00,2023-11-16,23,Ryan Mccall,32,Male,Emirati,Hotel,453.81922907349866,Boat,836.35
553,Toronto,2024-07-04 00:00:00,2024-07-27,23,Devin Foley,23,Female,Vietnamese,Airbnb,142.4273333740102,Plane,445.79
554,Dublin,2024-02-11 00:00:00,2024-03-02,20,Kristin Marsh DDS,50,Male,Canadian,Guesthouse,101.01444782938097,Train,"1,036.71 USD"
555,Seoul,2024-10-28 00:00:00,2024-11-01,4,Amanda Kennedy,51,Male,Mexican,Hostel,30.55665689217375,Car rental,1028.89
556,Cairo,2023-12-13 00:00:00,2024-01-08,26,Elizabeth Wilkerson,42,Female,Canadian,Guesthouse,110.40282810501502,Train,1215.7
557,Bangkok,2024-07-17 00:00:00,2024-08-07,21,Roger Dunn,25,Male,Emirati,Hostel,70.93723559469043,Boat,292.44
558,Barcelona,2024-08-22 00:00:00,2024-09-08,17,Stuart Watson,38,Male,Mexican,Airbnb,211.03535654618287,Train,898.7
559,Amsterdam,2024-06-17 00:00:00,2024-07-09,22,Jeanne Jones,73,Male,Mexican,Hotel,432.19544754197204,Boat,637.76
560,Tokyo,2024-06-05 00:00:00,2024-07-03,28,Fernando Holt,60,Male,Italian,Hotel,282.4917249980887,Bus,1302.4
561,Oslo,2023-08-04 00:00:00,2023-08-30,26,Luis Garcia,80,Female,Emirati,Hostel,83.96817875853094,Plane,860.22
562,Berlin,2024-11-05 00:00:00,2024-11-28,23,Kimberly Edwards,56,Male,Singaporean,Hotel,393.66664865841415,Bus,85.93
563,Dublin,2023-06-21 00:00:00,2023-06-22,1,George Alvarez,47,Female,Egyptian,Hostel,94.3123732542936,Train,149.62
564,Rome,2024-03-25 00:00:00,2024-04-07,13,Lisa Russell,62,Male,Brazilian,Airbnb,269.4691298868571,Bus,1291.95
565,Berlin,2024-02-15 00:00:00,2024-03-08,22,Ashley Lewis,23,Male,Norwegian,Resort,917.8698394588483,Boat,1084.89
566,Lisbon,2024-01-18 00:00:00,2024-02-03,16,Teresa Mcbride,72,Female,Emirati,Hotel,283.9598374984681,Plane,84.96
567,Dubai,2024-11-24 00:00:00,2024-12-02,8,Melissa Wilson,23,Female,Singaporean,Hostel,85.91707995205269,Train,425.27
568,Prague,2023-05-05 00:00:00,2023-05-31,26,Christine Farmer,48,Female,Dutch,Hotel,381.87725532305853,Plane,1039.35
569,Berlin,2024-05-27 00:00:00,2024-06-17,21,Frederick Hayden,58,Male,Italian,Hotel,218.7270905320381,Car rental,117.75 USD
570,Berlin,2024-01-18 00:00:00,2024-02-12,25,Stephanie Hoffman,74,Female,Japanese,Guesthouse,76.76951007562872,Train,
571,Rome,2023-05-28 00:00:00,2023-06-14,17,Anthony Phillips,20,Female,Portuguese,Airbnb,126.9078314772544,Bus,312.18
572,Los Angeles,2024-06-21 00:00:00,2024-07-18,27,Deborah Moore,23,Male,French,Guesthouse,54.91659141950248,Car rental,617.11
573,Seoul,2023-01-13 00:00:00,2023-02-08,26,William Young,56,Male,French,Hostel,37.735439528479375,Boat,125.89
574,Seoul,2023-07-15 00:00:00,2023-07-22,7,Jasmin Austin,56,Male,Dutch,Airbnb,291.2527616092581,Train,996.85
575,Rome,2023-08-12 00:00:00,,6,John Colon,47,Male,Argentinian,Airbnb,152.70532804769485,Boat,604.63
576,Lisbon,2023-08-25 00:00:00,2023-09-23,29,Joel Perry,68,Female,Japanese,Hotel,436.40030370101334,Train,684.26
577,Dublin,2024-05-18 00:00:00,2024-06-07,20,Raymond Melton,53,Female,German,Resort,1084.4373105366244,Plane,1045.46
578,Tokyo,2023-09-22 00:00:00,2023-10-02,10,Jose Barton,63,Male,Dutch,Resort,1099.7369777649951,Boat,825.62
579,New York,2023-06-20 00:00:00,2023-07-10,20,Norma Ward,48,Female,French,Guesthouse,85.77749452594662,Train,198.06
580,London,2023-06-22 00:00:00,,14,Lisa Massey,36,Female,German,Airbnb,243.02976558490036,Boat,511.04
581,Lisbon,2024-07-16 00:00:00,2024-08-12,27,James Schneider,19,Female,Spanish,Guesthouse,64.93676162394237,Plane,439.32
582,Rome,04-07-2023,2023-07-18,14,Douglas Gonzales,38,Male,Mexican,Hotel,395.22854788046186,Plane,897.64
583,Singapore,2023-07-05 00:00:00,2023-07-16,11,Michelle Myers,50,Female,Singaporean,Airbnb,123.10965605835011,Train,161.54
584,London,2024-06-03 00:00:00,2024-06-13,10,Joseph Smith,24,Female,Portuguese,Hotel,285.2929042448212,Plane,980.8
585,Los Angeles,2024-08-08 00:00:00,2024-08-24,16,Steven Walker,33,Male,Irish,Airbnb,237.88076800061535,Car rental,1095.5
586,Miami,2024-05-01 00:00:00,,13,Melanie Johnson,52,Female,Mexican,Hostel,62.21492291109794,Bus,990.44
587,Paris,2023-02-06 00:00:00,2023-02-16,10,Deanna Warner,30,Female,Russian,Hotel,470.6373668841483,Bus,1272.88
588,New York,2024-10-11 00:00:00,2024-11-08,28,Robert Mack,76,Male,German,Hotel,288.4447769933893,Train,886.3
589,Lisbon,2024-12-26 00:00:00,2025-01-16,21,Melissa Reynolds,24,Female,Greek,Airbnb,243.96652267611785,Boat,1493.55
590,Dublin,2023-03-13 00:00:00,2023-04-12,30,Bernard Mills,27,Female,Singaporean,Airbnb,172.3370321984131,Train,337.97
591,Seoul,2023-05-15 00:00:00,2023-06-07,23,Alexander Foster,57,Male,Mexican,Guesthouse,87.0363763264187,Plane,546.88 USD
592,Dubai,2024-09-02 00:00:00,2024-09-23,21,Christopher Davis,24,Male,Emirati,Guesthouse,80.38844685764202,Plane,982.7
593,Barcelona,2024-11-18 00:00:00,2024-12-04,16,Nicholas Lee,22,Female,South Korean,Guesthouse,113.52498534674649,Boat,1337.18
594,Buenos Aires,2023-06-02 00:00:00,2023-06-09,7,Tyler Morrison,39,Male,Japanese,Hostel,51.13296448348059,Bus,420.98
595,Paris,2024-06-21 00:00:00,2024-07-09,18,Michelle Garcia,33,Female,Spanish,Guesthouse,133.46376939642164,Boat,556.08
596,Istanbul,2023-11-24 00:00:00,2023-12-14,20,Brenda Sullivan,77,Male,Turkish,Hostel,93.53769238234156,Train,56.31
598,Los Angeles,2024-01-12 00:00:00,2024-01-23,11,Laura Johnson,41,Female,Thai,Hotel,414.63554628009433,Bus,186.84
599,Prague,2024-07-24 00:00:00,2024-08-11,18,James Anderson DVM,39,Male,South African,Hostel,51.034874100525144,Train,93.97
600,Amsterdam,2024-08-02 00:00:00,2024-08-16,14,Patrick Kennedy,42,Male,Japanese,Hotel,364.5713332329593,Bus,1237.2
601,Seoul,2024-11-24 00:00:00,2024-12-18,24,Sara Wallace,19,Female,French,Airbnb,167.42038875281526,Car rental,656.97
602,Lisbon,2024-05-07 00:00:00,2024-06-05,29,Mariah Mills MD,62,Male,Dutch,Airbnb,130.42306736309033,Train,175.0
603,Prague,2023-03-06 00:00:00,2023-03-29,23,Roberto Scott,23,Female,Indonesian,Resort,826.8555640081036,Boat,972.13
604,Toronto,2024-06-23 00:00:00,2024-06-26,3,Robert Mills,31,Male,Dutch,Hotel,418.87669645770023,Car rental,675.57 USD
605,Hanoi,2023-09-12 00:00:00,2023-10-06,24,Sharon Carlson,61,Male,Portuguese,Hostel,40.54376614475868,Train,333.5
606,Cape Town,2023-10-16 00:00:00,2023-10-29,13,Jenny Reyes,28,Male,Russian,Guesthouse,105.62160386340135,Plane,1231.19
607,Lisbon,2024-05-15 00:00:00,2024-06-04,20,Elizabeth Stone,79,Female,Japanese,Airbnb,123.79335357970174,Car rental,"1,006.85 USD"
608,Toronto,2024-05-11 00:00:00,2024-05-22,11,Angela Chandler,45,Female,Vietnamese,Resort,1064.1994000910825,Plane,510.97
609,Prague,2023-10-11 00:00:00,2023-11-01,21,Laurie Jordan,79,Female,Irish,Airbnb,294.2759945037797,Train,258.25
610,Tokyo,2023-07-18 00:00:00,2023-08-12,25,Ashley Brewer,65,Female,British,Resort,1372.3293685070432,Car rental,1442.98
611,Sydney,2023-07-24 00:00:00,2023-08-16,23,Stephanie Lopez,58,Male,Thai,Resort,1343.7033039823816,Boat,1091.73
612,Istanbul,2024-06-24 00:00:00,2024-07-17,23,Sarah Miles,24,Female,South Korean,Hostel,77.90529478669805,Train,552.94
613,Amsterdam,2024-07-10 00:00:00,2024-07-26,16,Lawrence Turner,37,Male,Turkish,Airbnb,122.00715776402092,Bus,758.12
614,Bangkok,2024-04-15 00:00:00,2024-05-04,19,Jacqueline Parks DVM,45,Male,Mexican,Guesthouse,130.5204692180402,Train,1105.82
615,Berlin,2023-07-02 00:00:00,2023-07-18,16,Kevin Henry,37,Female,British,Hotel,452.70263120016295,Train,1129.66
616,Bangkok,2023-08-25 00:00:00,2023-09-15,21,John Hill DVM,26,Female,Portuguese,Hotel,286.19964794968905,Bus,258.99
617,Amsterdam,2024-06-04 00:00:00,2024-06-13,9,Jennifer Madden,63,Female,Canadian,Guesthouse,121.33957785720995,Car rental,1345.51
618,Istanbul,2024-05-13 00:00:00,2024-06-10,28,Dr. Paul Mills,18,Female,French,Airbnb,154.62151698783777,Car rental,729.1
619,Los Angeles,2024-08-17 00:00:00,,26,Antonio Gilmore,56,Female,Canadian,Resort,978.0113282400391,Car rental,442.84
620,Toronto,2024-09-19 00:00:00,2024-10-08,19,Jordan Edwards,24,Male,Portuguese,Airbnb,213.20626103433767,Bus,532.24
621,Prague,2024-08-19 00:00:00,2024-09-05,17,Mrs. Kathryn Vega,34,Female,Emirati,Airbnb,110.22835525837738,Bus,1090.99
622,Sydney,2024-11-05 00:00:00,2024-12-02,27,Dakota Williams,40,Male,Brazilian,Airbnb,219.5880885696439,Plane,210.18
623,Rome,2023-06-06 00:00:00,2023-06-14,8,Justin Chavez,39,Male,Brazilian,Hotel,289.35585208331867,Plane,1257.51
624,Bangkok,2023-04-06 00:00:00,2023-05-01,25,Daniel Miller,26,Male,Emirati,Guesthouse,137.5730452729179,Boat,1215.34
625,Paris,2023-04-06 00:00:00,2023-04-29,23,Tamara Sellers,35,Female,Portuguese,Guesthouse,140.6156620218295,Train,1418.81
626,Tokyo,2023-10-05 00:00:00,2023-10-26,21,Catherine Reeves,57,Female,Canadian,Resort,811.5543762670643,Train,915.06
627,Berlin,2023-06-21 00:00:00,2023-07-16,25,Dennis Brennan,60,Female,Canadian,Airbnb,163.55571438205632,Bus,338.62
628,Prague,2023-05-19 00:00:00,2023-06-01,13,Chelsea Elliott,79,Female,Brazilian,Hostel,54.57137880012553,Car rental,665.04
629,Barcelona,2024-06-26 00:00:00,2024-07-13,17,Kyle Watts,25,Male,American,Hostel,35.09898008184509,Plane,75.01
630,Dubai,2024-03-07 00:00:00,2024-03-18,11,Devin Leblanc,34,Female,Thai,Airbnb,208.45702547754604,Bus,1476.14
632,New York,2023-06-05 00:00:00,2023-06-16,11,Joan Carter,52,Female,Portuguese,Hostel,57.70225572258997,Train,"1,247.75 USD"
633,Dubai,2024-03-07 00:00:00,2024-03-31,24,John Wright,34,Male,Thai,Villa,3553.673518907705,Train,296.57
634,Istanbul,2024-06-13 00:00:00,2024-07-11,28,Carly Gregory,29,Male,French,Hostel,50.27149539831133,Train,163.02
635,Los Angeles,2024-07-16 00:00:00,2024-08-08,23,Susan Brown,47,Female,Norwegian,Airbnb,276.4084080660646,Bus,399.11
636,Toronto,2024-10-01 00:00:00,2024-10-18,17,Samantha Sanders,54,Female,German,Hostel,68.97376923509893,Train,1499.86
637,Tokyo,10-04-2023,2023-05-05,25,Sarah Carr,65,Male,British,Hotel,321.01392942164256,Car rental,723.11
638,Jakarta,2023-09-14 00:00:00,2023-09-21,7,Sean Grimes,68,Male,Spanish,Resort,1394.4874282134665,Train,21.86
639,Rome,2024-08-27 00:00:00,2024-09-22,26,Thomas Daniel,22,Female,Mexican,Airbnb,193.66243905138327,Plane,1192.64
640,Berlin,2024-09-26 00:00:00,,13,Emily Colon,18,Male,Mexican,Hotel,434.5954523386374,Bus,1189.33
641,Lisbon,2023-08-12 00:00:00,2023-08-29,17,Debbie Tucker,67,Male,Italian,Resort,1145.148922356681,Plane,776.79
642,Amsterdam,2024-09-22 00:00:00,2024-09-23,1,Stephanie Allen,38,Female,Brazilian,Airbnb,236.32064553952384,Plane,1034.97
643,Miami,2023-04-09 00:00:00,2023-04-19,10,Jay Hale,34,Male,Singaporean,Resort,1058.7171872878446,Boat,701.11
644,London,2024-10-17 00:00:00,2024-11-10,24,Don Williams,33,Female,American,Hostel,62.88778616642302,Train,369.14
645,Paris,2024-07-21 00:00:00,2024-08-17,27,Betty Jackson,20,Male,Singaporean,Airbnb,290.96928596097086,Boat,1423.27
646,Cairo,2023-11-25 00:00:00,2023-12-17,22,Ronald Avila,79,Female,South African,Airbnb,259.10165807332424,Train,
647,Toronto,2024-06-07 00:00:00,2024-06-29,22,Caroline Flores,23,Male,Australian,Guesthouse,123.80059953051064,Car rental,554.52
648,New York,2024-06-09 00:00:00,2024-06-26,17,Judy Vargas,78,Male,Singaporean,Airbnb,206.6707241958723,Bus,726.65
649,Barcelona,2024-11-06 00:00:00,2024-11-28,22,Kayla Jacobs,69,Female,French,Hostel,89.68236424886942,Train,
650,Dubai,2024-08-03 00:00:00,2024-08-19,16,Alicia Williams,22,Female,Mexican,Airbnb,203.47236844949907,Plane,"1,483.56 USD"
651,Amsterdam,2023-06-23 00:00:00,2023-06-30,7,Jared White,28,Female,Japanese,Airbnb,100.42285909837099,Bus,964.08 USD
652,Barcelona,2023-07-16 00:00:00,2023-07-29,13,Natalie Bass,77,Male,Turkish,Guesthouse,142.32506093795982,Bus,1355.59
653,Bangkok,2023-06-19 00:00:00,2023-07-07,18,Karen Monroe,50,Female,Singaporean,Hotel,489.7290391300351,Car rental,689.3
654,Dublin,2023-01-23 00:00:00,2023-02-19,27,Lauren Adams,62,Male,Italian,Guesthouse,65.96020232037246,Boat,
655,Lisbon,2024-01-08 00:00:00,2024-01-15,7,Derek Cook,28,Male,Italian,Hostel,84.95493633379265,Boat,240.08
656,Berlin,2024-08-10 00:00:00,2024-09-03,24,Gabrielle Russell,47,Female,Canadian,Resort,877.9473170995029,Boat,879.34
657,Prague,2024-06-08 00:00:00,2024-06-23,15,Austin Bass,32,Female,French,Guesthouse,61.02137673942478,Plane,1482.16
